"","X","Unnamed..0","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself","SessionTypeMobility.Recovery","SessionTypeGame","SessionTypeSkills","SessionTypeConditioning","SessionTypeStrength","SessionTypeCombat","SessionTypeSpeed","SessionTypeUnknown","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown","TimeSinceAugFirst"
"173",172,172,"2018-07-09",15,1,"Speed",30,3,90,480,137.1,189.11,0.72,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,342
"174",173,173,"2018-07-09",15,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,342
"175",174,174,"2018-07-09",15,1,"Strength",40,3,120,580,299.3,334.29,0.92,8,9,"",0,0,0,0,1,0,0,0,0,0,0,1,342
"176",175,175,"2018-07-09",16,1,"Speed",40,3,120,855,377.1,478.04,0.79,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,342
"177",176,176,"2018-07-09",16,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,342
"178",177,177,"2018-07-09",16,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,342
"179",178,178,"2018-07-09",16,1,"Mobility/Recovery",30,0,15,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,342
"180",179,179,"2018-07-09",17,1,"Speed",35,4,140,710,101.4,281.29,0.36,7,8,"",0,0,0,0,0,0,1,0,0,0,0,1,342
"181",180,180,"2018-07-09",17,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,342
"182",181,181,"2018-07-09",17,1,"Strength",60,5,300,580,299.3,334.29,0.92,7,8,"",0,0,0,0,1,0,0,0,0,0,0,1,342
"183",182,182,"2018-07-08",1,0,"",60,4,216,580,97.9,215.89,0.45,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,341
"184",183,183,"2018-07-08",2,0,"",60,4,216,580,286.4,400.89,0.71,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,341
"185",184,184,"2018-07-08",3,0,"",60,4,216,580,280.7,405,0.69,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,341
"186",185,185,"2018-07-08",5,0,"",60,4,216,580,299.3,118.21,0.92,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,341
"187",186,186,"2018-07-08",7,0,"",60,4,216,580,282.9,424.29,0.67,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,341
"188",187,187,"2018-07-08",10,0,"",60,4,216,580,238.6,271.07,0.88,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,341
"189",188,188,"2018-07-08",11,0,"",60,4,216,580,237.1,462.32,0.51,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,341
"190",189,189,"2018-07-08",13,1,"Strength",60,3,180,260,108.6,340.89,0.32,8,8,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,341
"191",190,190,"2018-07-08",13,1,"Speed",20,4,80,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,0,0,1,0,1,0,0,0,341
"192",191,191,"2018-07-08",16,0,"",60,4,216,580,338.6,447.5,0.76,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,341
"193",192,192,"2018-07-07",1,0,"",60,4,216,580,150.7,215.89,0.7,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,340
"194",193,193,"2018-07-07",2,0,"",60,4,216,580,377.9,406.46,0.93,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,340
"195",194,194,"2018-07-07",3,0,"",60,4,216,580,443.6,405,1.1,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,340
"196",195,195,"2018-07-07",6,0,"",60,4,216,580,340,478.18,0.71,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,340
"197",196,196,"2018-07-07",7,0,"",60,4,216,580,390,431.14,0.9,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,340
"198",197,197,"2018-07-07",11,0,"",60,4,216,580,342.1,462.32,0.74,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,340
"199",198,198,"2018-07-07",13,0,"",60,4,216,580,194.3,331.61,0.59,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,340
"200",199,199,"2018-07-07",16,0,"",60,4,216,580,471.4,447.5,1.05,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,340
"201",200,200,"2018-07-06",2,1,"Speed",40,4,160,615,377.9,406.46,0.93,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,339
"202",201,201,"2018-07-06",2,1,"Conditioning",60,6,360,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,339
"203",202,202,"2018-07-06",2,1,"Skills",25,3,75,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,339
"204",203,203,"2018-07-06",2,1,"Mobility/Recovery",10,2,20,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,339
"205",204,204,"2018-07-06",3,1,"Speed",45,4,180,765,443.6,417.5,1.06,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,339
"206",205,205,"2018-07-06",3,1,"Conditioning",60,6,360,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,339
"207",206,206,"2018-07-06",3,1,"Strength",45,5,225,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,339
"208",207,207,"2018-07-06",4,1,"Speed",30,4,120,480,360.7,407.11,0.89,7,7,"",0,0,0,0,0,0,1,0,0,0,0,1,339
"209",208,208,"2018-07-06",4,1,"Skills",60,6,360,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,339
"210",209,209,"2018-07-06",7,1,"Speed",45,4,180,705,415.7,431.14,0.96,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,339
"211",210,210,"2018-07-06",7,1,"Skills",75,7,525,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,339
"212",211,211,"2018-07-06",10,1,"Speed",45,2,90,690,341.4,291.43,1.17,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,339
"213",212,212,"2018-07-06",10,1,"Skills",30,2,60,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,339
"214",213,213,"2018-07-06",10,1,"Conditioning",45,9,405,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,339
"215",214,214,"2018-07-06",10,1,"Strength",45,3,135,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,339
"216",215,215,"2018-07-06",11,1,"Speed",45,3,135,610,342.1,466.25,0.73,9,9,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,339
"217",216,216,"2018-07-06",11,1,"Skills",40,4,160,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,339
"218",217,217,"2018-07-06",11,1,"Conditioning",45,7,315,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,339
"219",218,218,"2018-07-06",13,0,"",60,4,216,580,194.3,340.29,0.57,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,339
"220",219,219,"2018-07-06",14,1,"Speed",30,4,120,480,231.4,387.14,0.6,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,339
"221",220,220,"2018-07-06",14,1,"Skills",60,6,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,339
"222",221,221,"2018-07-06",16,1,"Speed",45,3,135,1155,471.4,451.43,1.04,6,7,"Somewhat",0,0,0,0,0,0,1,0,0,0,1,0,339
"223",222,222,"2018-07-06",16,1,"Skills",90,8,720,580,299.3,334.29,0.92,6,7,"Somewhat",0,0,1,0,0,0,0,0,0,0,1,0,339
"224",223,223,"2018-07-06",16,1,"Strength",60,5,300,580,299.3,334.29,0.92,6,7,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,339
"225",224,224,"2018-07-05",1,1,"Mobility/Recovery",30,0,15,235,150.7,221.54,0.68,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"226",225,225,"2018-07-05",1,1,"Skills",90,2,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"227",226,226,"2018-07-05",1,1,"Strength",40,1,40,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"228",227,227,"2018-07-05",2,1,"Skills",60,3,180,630,290,384.5,0.75,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"229",228,228,"2018-07-05",2,1,"Mobility/Recovery",90,3,270,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"230",229,229,"2018-07-05",2,1,"Strength",45,4,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"231",230,230,"2018-07-05",3,1,"Mobility/Recovery",30,1,30,840,334.3,415.18,0.81,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"232",231,231,"2018-07-05",3,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"233",232,232,"2018-07-05",3,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"234",233,233,"2018-07-05",4,1,"Mobility/Recovery",30,0,15,575,292.1,389.96,0.75,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"235",234,234,"2018-07-05",4,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"236",235,235,"2018-07-05",4,1,"Strength",50,4,200,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"237",236,236,"2018-07-05",6,1,"Mobility/Recovery",30,1,30,720,340,478.18,0.71,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"238",237,237,"2018-07-05",6,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"239",238,238,"2018-07-05",6,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"240",239,239,"2018-07-05",7,1,"Skills",75,4,300,525,315,419.86,0.75,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"241",240,240,"2018-07-05",7,1,"Strength",45,5,225,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"242",241,241,"2018-07-05",10,1,"Mobility/Recovery",30,2,60,540,242.9,266.79,0.91,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"243",242,242,"2018-07-05",10,1,"Skills",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"244",243,243,"2018-07-05",10,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"245",244,244,"2018-07-05",11,1,"Mobility/Recovery",30,2,60,465,255,455.54,0.56,9,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,338
"246",245,245,"2018-07-05",11,1,"Skills",90,3,270,580,299.3,334.29,0.92,9,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,338
"247",246,246,"2018-07-05",11,1,"Strength",45,3,135,580,299.3,334.29,0.92,9,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,338
"248",247,247,"2018-07-05",13,0,"",60,4,216,580,194.3,357.29,0.54,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,338
"249",248,248,"2018-07-05",15,1,"Mobility/Recovery",30,2,60,480,120,177.82,0.67,7,7,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"250",249,249,"2018-07-05",15,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"251",250,250,"2018-07-05",15,1,"Strength",50,3,150,580,299.3,334.29,0.92,7,7,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"252",251,251,"2018-07-05",16,1,"Skills",90,4,360,630,306.4,418.68,0.73,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,338
"253",252,252,"2018-07-05",16,1,"Mobility/Recovery",60,0,30,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,338
"254",253,253,"2018-07-05",16,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,338
"255",254,254,"2018-07-04",1,0,"",60,4,216,580,172.9,229,0.76,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,337
"256",255,255,"2018-07-04",2,1,"Mobility/Recovery",50,2,100,100,282.9,380.93,0.74,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,337
"257",256,256,"2018-07-04",3,0,"",60,4,216,580,396.4,415.82,0.95,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,337
"258",257,257,"2018-07-04",5,0,"",60,4,216,580,111.4,128.54,0.87,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,337
"259",258,258,"2018-07-04",7,0,"",60,4,216,580,360,418.43,0.86,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,337
"260",259,259,"2018-07-04",10,0,"",60,4,216,580,240.7,247.5,0.97,8,8,"Somewhat",0,0,0,0,0,0,0,1,0,0,1,0,337
"261",260,260,"2018-07-04",11,0,"",60,4,216,580,302.9,472.29,0.64,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,337
"262",261,261,"2018-07-04",13,1,"Mobility/Recovery",60,0,0,0,194.3,380.68,0.51,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,337
"263",262,262,"2018-07-04",15,0,"",60,4,216,580,51.4,160.68,0.32,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,337
"264",263,263,"2018-07-04",16,0,"",60,4,216,580,353.6,410.11,0.86,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,337
"265",264,264,"2018-07-03",1,1,"Skills",90,5,450,450,217.9,233.29,0.93,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"266",265,265,"2018-07-03",2,1,"Conditioning",60,9,540,660,372.9,377.36,0.99,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,336
"267",266,266,"2018-07-03",2,1,"Skills",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"268",267,267,"2018-07-03",2,1,"Mobility/Recovery",15,2,30,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,336
"269",268,268,"2018-07-03",3,1,"Conditioning",60,6,360,360,525,426.54,1.23,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,336
"270",269,269,"2018-07-03",4,1,"Skills",90,8,720,720,428.9,395.14,1.09,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"271",270,270,"2018-07-03",6,1,"Skills",90,8,720,720,508.6,452.46,1.12,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"272",271,271,"2018-07-03",7,1,"Skills",75,1,750,750,435,424.86,1.02,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"273",272,272,"2018-07-03",10,1,"Skills",20,4,80,440,313.6,273.21,1.15,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"274",273,273,"2018-07-03",10,1,"Conditioning",45,8,360,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,336
"275",274,274,"2018-07-03",11,1,"Skills",40,3,120,585,377.9,485.68,0.78,9,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,336
"276",275,275,"2018-07-03",11,1,"Conditioning",15,1,150,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,336
"277",276,276,"2018-07-03",11,1,"Conditioning",45,7,315,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,336
"278",277,277,"2018-07-03",13,1,"Skills",40,5,200,500,301.4,391.39,0.77,8,8,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,336
"279",278,278,"2018-07-03",13,1,"Conditioning",30,1,300,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,1,0,0,0,0,1,0,0,0,336
"280",279,279,"2018-07-03",13,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,336
"281",280,280,"2018-07-03",14,1,"Conditioning",60,9,540,540,492.9,389.54,1.27,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,336
"282",281,281,"2018-07-03",15,1,"Skills",20,3,60,360,51.4,160.68,0.32,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"283",282,282,"2018-07-03",15,1,"Conditioning",20,8,160,580,299.3,334.29,0.92,7,8,"",0,0,0,1,0,0,0,0,0,0,0,1,336
"284",283,283,"2018-07-03",15,1,"Skills",20,7,140,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"285",284,284,"2018-07-03",16,1,"Strength",45,2,90,585,414.3,419.21,0.99,8,5,"",0,0,0,0,1,0,0,0,0,0,0,1,336
"286",285,285,"2018-07-03",16,1,"Skills",60,8,480,580,299.3,334.29,0.92,8,5,"",0,0,1,0,0,0,0,0,0,0,0,1,336
"287",286,286,"2018-07-03",16,1,"Mobility/Recovery",30,0,15,580,299.3,334.29,0.92,8,5,"",1,0,0,0,0,0,0,0,0,0,0,1,336
"288",287,287,"2018-07-02",1,1,"Speed",35,2,70,370,153.6,217.21,0.71,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"289",288,288,"2018-07-02",1,1,"Skills",90,2,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"290",289,289,"2018-07-02",1,1,"Strength",60,2,120,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"291",290,290,"2018-07-02",2,1,"Speed",30,4,120,640,278.6,353.79,0.79,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"292",291,291,"2018-07-02",2,1,"Skills",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"293",292,292,"2018-07-02",2,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"294",293,293,"2018-07-02",2,1,"Mobility/Recovery",20,2,40,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,335
"295",294,294,"2018-07-02",3,1,"Speed",60,5,300,1140,473.6,413.68,1.14,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"296",295,295,"2018-07-02",3,1,"Skills",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"297",296,296,"2018-07-02",3,1,"Strength",90,6,540,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"298",297,297,"2018-07-02",4,1,"Speed",45,4,180,750,326,369.43,0.88,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"299",298,298,"2018-07-02",4,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"300",299,299,"2018-07-02",4,1,"Strength",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"301",300,300,"2018-07-02",6,1,"Speed",45,4,180,940,405.7,426.75,0.95,8,7,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"302",301,301,"2018-07-02",6,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,7,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"303",302,302,"2018-07-02",6,1,"Strength",80,5,400,580,299.3,334.29,0.92,8,7,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"304",303,303,"2018-07-02",7,1,"Speed",45,5,225,750,327.9,398.07,0.82,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"305",304,304,"2018-07-02",7,1,"Skills",75,3,225,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"306",305,305,"2018-07-02",7,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"307",306,306,"2018-07-02",10,1,"Speed",45,3,135,720,250.7,257.5,0.97,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"308",307,307,"2018-07-02",10,1,"Skills",75,3,225,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"309",308,308,"2018-07-02",10,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"310",309,309,"2018-07-02",11,1,"Speed",45,3,135,735,294.3,464.79,0.63,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"311",310,310,"2018-07-02",11,1,"Skills",75,3,225,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"312",311,311,"2018-07-02",11,1,"Strength",75,5,375,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"313",312,312,"2018-07-02",13,1,"Speed",40,5,200,860,230,373.54,0.62,8,8,"Not at all",0,0,0,0,0,0,1,0,1,0,0,0,335
"314",313,313,"2018-07-02",13,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,335
"315",314,314,"2018-07-02",13,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,335
"316",315,315,"2018-07-02",13,1,"Mobility/Recovery",10,0,0,580,299.3,334.29,0.92,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,335
"317",316,316,"2018-07-02",14,1,"Speed",30,4,120,600,415.7,370.25,1.12,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"318",317,317,"2018-07-02",14,1,"Skills",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"319",318,318,"2018-07-02",14,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"320",319,319,"2018-07-02",16,1,"Speed",40,3,120,930,339.3,398.32,0.85,8,7,"",0,0,0,0,0,0,1,0,0,0,0,1,335
"321",320,320,"2018-07-02",16,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,7,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"322",321,321,"2018-07-02",16,1,"Strength",90,7,630,580,299.3,334.29,0.92,8,7,"",0,0,0,0,1,0,0,0,0,0,0,1,335
"323",322,322,"2018-07-02",17,1,"Skills",40,3,120,551,469.4,363.04,1.29,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,335
"324",323,323,"2018-07-02",17,1,"Conditioning",23,7,161,580,299.3,334.29,0.92,8,9,"",0,0,0,1,0,0,0,0,0,0,0,1,335
"325",324,324,"2018-07-02",17,1,"Game",30,9,270,580,299.3,334.29,0.92,8,9,"",0,1,0,0,0,0,0,0,0,0,0,1,335
"326",325,325,"2018-07-01",1,0,"",60,4,216,580,190.7,216.86,0.88,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,334
"327",326,326,"2018-07-01",3,0,"",60,4,216,580,362.1,393.32,0.92,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,334
"328",327,327,"2018-07-01",7,1,"Mobility/Recovery",60,3,180,180,409.3,407.71,1,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,334
"329",328,328,"2018-07-01",11,0,"",60,4,216,580,367.9,455.14,0.81,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,334
"330",329,329,"2018-07-01",13,0,"",60,4,216,580,242.9,362.11,0.67,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,334
"331",330,330,"2018-07-01",16,0,"",60,4,216,580,215,345.29,0.62,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,334
"332",331,331,"2018-07-01",17,1,"Skills",90,6,540,540,390.7,371.21,1.05,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,334
"333",332,332,"2018-06-30",1,0,"",60,4,216,580,272.1,217.39,1.25,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,333
"334",333,333,"2018-06-30",2,0,"",60,4,216,580,386.4,354.32,1.09,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,333
"335",334,334,"2018-06-30",3,0,"",60,4,216,580,533.6,393.32,1.36,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,333
"336",335,335,"2018-06-30",7,0,"",60,4,216,580,518.6,403.43,1.29,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,333
"337",336,336,"2018-06-30",8,1,"Skills",60,1,60,105,15,329.32,0.05,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,333
"338",337,337,"2018-06-30",8,1,"Mobility/Recovery",45,1,45,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,333
"339",338,338,"2018-06-30",10,0,"",60,4,216,580,411.4,286.43,1.44,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,333
"340",339,339,"2018-06-30",11,0,"",60,4,216,580,546.4,456.21,1.2,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,333
"341",340,340,"2018-06-30",13,0,"",60,4,216,580,389.3,362.82,1.07,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,333
"342",341,341,"2018-06-30",14,1,"Speed",45,4,180,930,132.9,33.21,4,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,333
"343",342,342,"2018-06-30",14,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,333
"344",343,343,"2018-06-30",14,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,333
"345",344,344,"2018-06-30",16,0,"",60,4,216,580,427.9,346.89,1.23,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,333
"346",345,345,"2018-06-30",17,1,"Skills",90,4,360,870,460.7,381.93,1.21,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,333
"347",346,346,"2018-06-30",17,1,"Conditioning",30,8,240,580,299.3,334.29,0.92,8,9,"",0,0,0,1,0,0,0,0,0,0,0,1,333
"348",347,347,"2018-06-30",17,1,"Conditioning",30,9,270,580,299.3,334.29,0.92,8,9,"",0,0,0,1,0,0,0,0,0,0,0,1,333
"349",348,348,"2018-06-29",1,1,"Speed",60,3,180,390,272.1,217.39,1.25,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,332
